Player ID,Stuck ID ,Learned,Level ,Event Index,Content,Start,End,Start or Restart ,Rule Break ,Deviation,Passed Boundary ,Flag ,YouObject,YouRule,TextObstacle,BrokenStop,OutsideText,WinText,Is-Outside,ObjectObstacle,OtherObstacle
Player 12 , Stuck1,Yes,01- Where Do I Go? ,14,,4784,5476,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,15,,5492,5696,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,16,,5704,5940,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,17,,5976,6336,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,18,,6344,6504,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,19,,6540,6812,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,20,,6828,7132,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,21,,7156,7432,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,22,,7448,7812,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,23,,7824,7900,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,24,,7936,8296,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,25,,8332,8528,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,26,,8552,9364,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,27,,9396,9612,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,28,,9624,9796,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,29,,9832,10252,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,30,,10292,10484,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,31,,10500,10660,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,32,WallBlock1,10696,10908,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,33,,10936,11332,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,34,WallText,11360,11596,,,,,0,0,0,1,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,35,WallBlock1,11616,12208,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,36,,12228,12412,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,37,WallBlock1,12432,13316,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,38,WallBlock2,13328,13456,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,39,StopText,13624,13652,,,,,0,0,0,0,1,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,40,WallBlock2,13672,13820,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,41,FlagText,13840,14148,,,,,0,0,0,0,0,1,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,42,,14168,14280,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,43,WallBlock2,14296,14576,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,44,,14596,14984,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,45,WallBlock2,15008,15068,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,46,,15080,15656,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,47,,15680,16144,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,48,,16168,16868,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,49,WallSection10,16888,17252,,,,,0,0,0,0,0,0,0,0,0,1
Player 12 , Stuck1,Yes,01- Where Do I Go? ,50,,17276,17532,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,51,,17544,17704,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,52,WallBlock2,17716,17764,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,53,,17772,18012,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,54,,18036,18324,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,55,WallBlock2,18352,18640,,,,,0,0,0,0,0,0,0,0,1,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,56,,18672,18900,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,57,,18920,19432,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,58,,19448,20352,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,59,,20408,20444,,,,,0,0,0,0,0,0,0,0,0,0
Player 12 , Stuck1,Yes,01- Where Do I Go? ,60,WallSection5,20480,20660,,,,,0,0,0,0,0,0,0,0,0,1
Player 12 , Stuck1,Yes,01- Where Do I Go? ,61,WallSection5,20912,20929,,,,,0,0,0,0,0,0,0,0,0,1
Player 13 , Stuck1,No ,01- Where Do I Go? ,1,WallSection10,0,207,,,,,0,0,0,0,0,0,0,0,0,1
Player 13 , Stuck1,No ,01- Where Do I Go? ,2,,243,415,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,3,StopText,431,603,,,,,0,0,0,1,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,4,,643,815,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,5,,831,987,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,6,,1019,1151,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,7,,1179,1479,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,8,FlagText,1487,1679,,,,,0,0,0,0,0,1,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,9,WallSection8,1715,1923,,,,,0,0,0,0,0,0,0,0,0,1
Player 13 , Stuck1,No ,01- Where Do I Go? ,10,,1983,2095,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,11,,2271,2435,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,12,BabaText,2451,2635,,,,,0,0,1,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,13,FlagText,2667,2951,,,,,0,0,0,0,0,1,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,14,,2959,3275,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,15,,3307,3627,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,16,WinText,3655,3971,,,,,0,0,0,0,0,0,1,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,17,IsText,4003,4207,,,,,0,0,0,0,0,0,0,1,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,18,,4235,4367,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,19,FlagText,4387,4651,,,,,0,0,0,0,0,1,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,20,,4687,4831,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,21,IsText-Wall,4847,5111,,,,,0,0,0,1,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,22,Flag,5151,5359,,,,,1,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,23,WallText,5391,5663,,,,,0,0,0,1,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,24,Flag,5699,5991,,,,,1,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,25,FlagText,6019,6463,,,,,0,0,0,0,0,1,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,26,,6503,6663,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,27,WallText,6679,6939,,,,,0,0,0,1,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,28,WallText,6951,7367,,,,,0,0,0,1,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,29,IsText-Wall,7375,7591,,,,,0,0,0,0,1,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,30,Baba,7607,7803,,,,,0,1,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,31,WallText,7823,8163,,,,,0,0,0,0,1,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,32,StopText,8183,8515,,,,,0,0,0,0,1,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,33,IsText-Baba,8547,8683,,,,,0,0,1,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,34,StopText,8715,9127,,,,,0,0,0,0,1,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,35,IsText-Wall,9147,9523,,,,,0,0,0,0,1,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,36,,9543,9695,,,,,0,0,0,0,0,0,0,0,0,0
Player 13 , Stuck1,No ,01- Where Do I Go? ,37,YouText,9711,10382,,,,,0,0,1,0,0,0,0,0,0,0
Player 13 , Stuck2,No ,01- Where Do I Go? ,1,IsText-Wall,16067,16243,,,,,0,0,0,1,0,0,0,0,0,0
Player 13 , Stuck2,No ,01- Where Do I Go? ,2,,16263,16387,,,,,0,0,0,0,0,0,0,0,0,0
